Loan_ID,Customer_ID,ApplicantIncome,CoapplicantIncome,Property_Area,Loan_Status,Customer_Criteria,Interest_Rate,loanamount,loan_amount_term,cibil_score,cibil_score_status,monthly_interest_amount,annual_interest_amount,Customer_ID,Customer_name,Gender,Age,Married,Education,Self_Employed,Loan_Id,Region_id,Customer_id,Load_ID,Customer_name,Region_id,Postal_Code,Segment,State,Region,Region_Id
LP002369,IP43429,2920,16,Rural,Y,Low_Class_Customer,3.0%,87,360,625,Penalty_Customer,0,3,IP43429,"Henry Goldwyn",Male,64,Yes,Graduate,No,LP002369,13.2,IP43429,LP002369,"Henry Goldwyn",13.2,90032,Corporate,California,West,13.2
LP002370,IP43430,2717,0,Urban,Y,Low_Class_Customer,5.0%,60,180,889,No_Penalty,0,3,IP43430,"Laurel Workman",Male,56,No,"Not Graduate",No,LP002370,13.2,IP43430,LP002370,"Laurel Workman",13.2,32725,Corporate,Florida,West,13.2
LP002387,IP43434,2425,2340,Semiurban,Y,Low_Class_Customer,2.5%,143,360,953,High_Cibil_Score,0,4,IP43434,"George Zrebassa",Male,34,Yes,Graduate,No,LP002387,13.4,IP43434,LP002387,"George Zrebassa",13.4,1841,Corporate,Massachusetts,East,13.4
LP002390,IP43435,3750,0,Urban,Y,Low_Class_Customer,5.0%,100,360,539,Penalty_Customer,0,5,IP43435,"Cathy Prescott",Male,41,No,Graduate,No,LP002390,13.4,IP43435,LP002390,"Cathy Prescott",13.4,6360,Corporate,Connecticut,East,13.4
LP002418,IP43443,4707,1993,Semiurban,Y,Low_Class_Customer,2.5%,148,360,130,Penalty_Customer,0,4,IP43443,"Aaron Smayling",Male,24,No,"Not Graduate",No,LP002418,13.2,IP43443,LP002418,"Aaron Smayling",13.2,28540,Corporate,"North Carolina",West,13.2
LP002435,IP43448,3539,1376,Rural,N,Low_Class_Customer,3.0%,55,360,837,No_Penalty,0,2,IP43448,"Harry Marie",Male,67,Yes,Graduate,NULL,LP002435,13.4,IP43448,LP002435,"Harry Marie",13.4,19120,Corporate,Pennsylvania,East,13.4
LP002443,IP43449,3340,1710,Rural,N,Low_Class_Customer,3.0%,150,360,486,Penalty_Customer,0,5,IP43449,"Ann Blume",Male,44,Yes,Graduate,No,LP002443,13.2,IP43449,LP002443,"Ann Blume",13.2,85705,Corporate,Arizona,West,13.2
LP002444,IP43450,2769,1542,Semiurban,N,Low_Class_Customer,2.5%,190,360,379,Penalty_Customer,0,5,IP43450,"Sam Zeldin",Male,31,No,"Not Graduate",Yes,LP002444,13.2,IP43450,LP002444,"Sam Zeldin",13.2,90660,"Home Office",California,West,13.2
LP002446,IP43451,2309,1255,Rural,N,Low_Class_Customer,3.0%,125,360,205,Penalty_Customer,0,4,IP43451,"Michael Granlund",Male,70,Yes,"Not Graduate",No,LP002446,13.4,IP43451,LP002446,"Michael Granlund",13.4,20735,"Home Office",Maryland,East,13.4
LP002447,IP43452,1958,1456,Urban,Y,Low_Class_Customer,5.0%,60,300,802,No_Penalty,0,3,IP43452,"Julie Kriz",Male,63,Yes,"Not Graduate",No,LP002447,13.3,IP43452,LP002447,"Julie Kriz",13.3,60505,"Home Office",Illinois,North,13.3
LP002448,IP43453,3948,1733,Rural,N,Low_Class_Customer,3.0%,149,360,252,Penalty_Customer,0,4,IP43453,"Paul Prost",Male,58,Yes,Graduate,No,LP002448,13.2,IP43453,LP002448,"Paul Prost",13.2,30080,"Home Office",Georgia,West,13.2
LP002449,IP43454,2483,2466,Rural,Y,Low_Class_Customer,3.0%,90,180,903,High_Cibil_Score,0,3,IP43454,"Yana Sorensen",Male,38,Yes,Graduate,No,LP002449,13.2,IP43454,LP002449,"Yana Sorensen",13.2,27217,Corporate,"North Carolina",West,13.2
LP002453,IP43455,7085,0,Semiurban,Y,Middle_Class_Customer,7.0%,84,360,100,Penalty_Customer,0,6,IP43455,"Katherine Murray",Male,42,No,Graduate,Yes,LP002453,13.2,IP43455,LP002453,"Katherine Murray",13.2,24153,"Home Office",Virginia,West,13.2
LP002467,IP43458,3708,2569,Urban,N,Low_Class_Customer,5.0%,173,360,918,High_Cibil_Score,1,9,IP43458,"Beth Thompson",Male,26,Yes,Graduate,No,LP002467,13.2,IP43458,LP002467,"Beth Thompson",13.2,92627,"Home Office",California,West,13.2
LP002472,IP43459,4354,0,Rural,Y,Low_Class_Customer,3.0%,136,360,662,Penalty_Customer,0,4,IP43459,"Stuart Van",Male,41,No,Graduate,No,LP002472,13.3,IP43459,LP002472,"Stuart Van",13.3,77041,Corporate,Texas,North,13.3
LP002473,IP43460,8334,0,Semiurban,N,Middle_Class_Customer,7.0%,160,360,465,Penalty_Customer,1,11,IP43460,"Rick Wilson",Male,47,Yes,Graduate,No,LP002473,13.2,IP43460,LP002473,"Rick Wilson",13.2,85204,Corporate,Arizona,West,13.2
LP002478,IP43461,2083,4083,Semiurban,Y,Low_Class_Customer,2.5%,160,360,965,High_Cibil_Score,0,4,IP43461,"Damala Kotsonis",Female,28,Yes,Graduate,Yes,LP002478,13.2,IP43461,LP002478,"Damala Kotsonis",13.2,93905,Corporate,California,West,13.2
LP002489,IP43464,5191,0,Semiurban,Y,Middle_Class_Customer,7.0%,132,360,214,Penalty_Customer,1,9,IP43464,"Pauline Webber",Female,48,No,"Not Graduate",NULL,LP002489,13.2,IP43464,LP002489,"Pauline Webber",13.2,40475,Corporate,Kentucky,West,13.2
LP002493,IP43465,4166,0,Semiurban,N,Low_Class_Customer,2.5%,98,360,978,High_Cibil_Score,0,2,IP43465,"Shaun Chance",Male,44,No,Graduate,No,LP002493,13.2,IP43465,LP002493,"Shaun Chance",13.2,80013,Corporate,Colorado,West,13.2
LP002500,IP43467,2947,1664,Urban,N,Low_Class_Customer,5.0%,70,180,292,Penalty_Customer,0,4,IP43467,"Mark Cousins",Male,68,Yes,"Not Graduate",No,LP002500,13.2,IP43467,LP002500,"Mark Cousins",13.2,36608,Corporate,Alabama,West,13.2
LP002501,IP43468,16692,0,Semiurban,Y,A_Grade_Customer,7.0%,110,360,671,Penalty_Customer,1,8,IP43468,"Maria Etezadi",Female,43,Yes,Graduate,No,LP002501,13.2,IP43468,LP002501,"Maria Etezadi",13.2,31907,"Home Office",Georgia,West,13.2
LP002502,IP43469,210,2917,Semiurban,Y,Low_Class_Customer,2.5%,98,360,71,Penalty_Customer,0,2,IP43469,"Nicole Hansen",Female,42,Yes,"Not Graduate",NULL,LP002502,13.3,IP43469,LP002502,"Nicole Hansen",13.3,75061,Corporate,Texas,North,13.3
LP002515,IP43471,3450,2079,Semiurban,Y,Low_Class_Customer,2.5%,162,360,970,High_Cibil_Score,0,4,IP43471,"Keith Dawkins",Male,47,Yes,Graduate,Yes,LP002515,13.4,IP43471,LP002515,"Keith Dawkins",13.4,10009,Corporate,"New York",East,13.4
LP002517,IP43472,2653,1500,Rural,N,Low_Class_Customer,3.0%,113,180,650,Penalty_Customer,0,3,IP43472,"Katherine Nockton",Male,33,Yes,"Not Graduate",No,LP002517,13.2,IP43472,LP002517,"Katherine Nockton",13.2,90004,Corporate,California,West,13.2
LP002519,IP43473,4691,0,Semiurban,Y,Low_Class_Customer,2.5%,100,360,649,Penalty_Customer,0,3,IP43473,"Nora Pelletier",Male,55,Yes,Graduate,No,LP002519,13.4,IP43473,LP002519,"Nora Pelletier",13.4,14304,"Home Office","New York",East,13.4
LP002527,IP43476,16525,1014,Rural,Y,A_Grade_Customer,7.0%,150,360,984,High_Cibil_Score,1,11,IP43476,"Corinna Mitchell",Male,26,Yes,Graduate,Yes,LP002527,13.2,IP43476,LP002527,"Corinna Mitchell",13.2,90008,"Home Office",California,West,13.2
LP002530,IP43478,2873,1872,Semiurban,N,Low_Class_Customer,2.5%,132,360,431,Penalty_Customer,0,3,IP43478,"Todd Sumrall",Female,48,Yes,Graduate,No,LP002530,13.4,IP43478,LP002530,"Todd Sumrall",13.4,10035,Corporate,"New York",East,13.4
LP002531,IP43479,16667,2250,Semiurban,Y,A_Grade_Customer,7.0%,86,360,416,Penalty_Customer,1,6,IP43479,"Jane Waco",Male,35,Yes,Graduate,Yes,LP002531,13.2,IP43479,LP002531,"Jane Waco",13.2,98661,Corporate,Washington,West,13.2
LP002534,IP43481,4350,0,Rural,Y,Low_Class_Customer,3.0%,154,360,981,High_Cibil_Score,0,5,IP43481,"Pauline Chand",Female,20,No,"Not Graduate",No,LP002534,13.2,IP43481,LP002534,"Pauline Chand",13.2,90004,"Home Office",California,West,13.2
LP002543,IP43485,8333,0,Semiurban,Y,Middle_Class_Customer,7.0%,246,360,551,Penalty_Customer,1,17,IP43485,"Paul Lucas",Male,63,Yes,Graduate,No,LP002543,13.3,IP43485,LP002543,"Paul Lucas",13.3,60610,"Home Office",Illinois,North,13.3
LP002545,IP43487,3547,0,Rural,N,Low_Class_Customer,3.0%,80,360,619,Penalty_Customer,0,2,IP43487,"Mike Pelletier",Male,63,No,Graduate,No,LP002545,13.2,IP43487,LP002545,"Mike Pelletier",13.2,92677,"Home Office",California,West,13.2
LP002547,IP43488,18333,0,Urban,N,A_Grade_Customer,7.0%,500,360,961,High_Cibil_Score,3,35,IP43488,"Jim Mitchum",Male,63,Yes,Graduate,No,LP002547,13.4,IP43488,LP002547,"Jim Mitchum",13.4,8302,Corporate,"New Jersey",East,13.4
LP002556,IP43490,2435,0,Urban,N,Low_Class_Customer,5.0%,75,360,769,No_Penalty,0,4,IP43490,"Deborah Brumfield",Male,25,No,Graduate,No,LP002556,13.2,IP43490,LP002556,"Deborah Brumfield",13.2,92024,"Home Office",California,West,13.2
LP002585,IP43495,3597,2157,Rural,N,Low_Class_Customer,3.0%,119,360,976,High_Cibil_Score,0,4,IP43495,"Edward Becker",Male,65,Yes,Graduate,No,LP002585,13.2,IP43495,LP002585,"Edward Becker",13.2,98103,Corporate,Washington,West,13.2
LP002602,IP43500,6283,4416,Rural,N,Middle_Class_Customer,7.0%,209,360,931,High_Cibil_Score,1,15,IP43500,"Tonja Turnell",Male,44,No,Graduate,No,LP002602,13.3,IP43500,LP002602,"Tonja Turnell",13.3,60505,"Home Office",Illinois,North,13.3
LP002603,IP43501,645,3683,Rural,Y,Low_Class_Customer,3.0%,113,480,261,Penalty_Customer,0,3,IP43501,"Vivek Grady",Female,44,No,Graduate,No,LP002603,13.2,IP43501,LP002603,"Vivek Grady",13.2,23464,Corporate,Virginia,West,13.2
LP002606,IP43502,3159,0,Semiurban,Y,Low_Class_Customer,2.5%,100,360,137,Penalty_Customer,0,3,IP43502,"Muhammed Yedwab",Female,35,No,Graduate,No,LP002606,13.3,IP43502,LP002606,"Muhammed Yedwab",13.3,76051,Corporate,Texas,North,13.3
LP002618,IP43504,4050,5302,Rural,N,Low_Class_Customer,3.0%,138,360,197,Penalty_Customer,0,4,IP43504,"Dennis Pardue",Male,24,Yes,"Not Graduate",No,LP002618,13.3,IP43504,LP002618,"Dennis Pardue",13.3,61604,"Home Office",Illinois,North,13.3
LP002619,IP43505,3814,1483,Semiurban,Y,Low_Class_Customer,2.5%,124,300,533,Penalty_Customer,0,3,IP43505,"Marina Lichtenstein",Male,29,Yes,"Not Graduate",No,LP002619,13.2,IP43505,LP002619,"Marina Lichtenstein",13.2,90008,Corporate,California,West,13.2
LP002637,IP43511,3598,1287,Rural,N,Low_Class_Customer,3.0%,100,360,608,Penalty_Customer,0,3,IP43511,"Bill Stewart",Male,21,No,"Not Graduate",No,LP002637,13.3,IP43511,LP002637,"Bill Stewart",13.3,60076,Corporate,Illinois,North,13.3
LP002640,IP43512,6065,2004,Semiurban,Y,Middle_Class_Customer,7.0%,250,360,522,Penalty_Customer,1,18,IP43512,"Hilary Holden",Male,19,Yes,Graduate,No,LP002640,13.2,IP43512,LP002640,"Hilary Holden",13.2,94110,Corporate,California,West,13.2
LP002670,IP43517,2031,1632,Semiurban,Y,Low_Class_Customer,2.5%,113,480,388,Penalty_Customer,0,3,IP43517,"Robert Barroso",Female,36,Yes,Graduate,No,LP002670,13.2,IP43517,LP002670,"Robert Barroso",13.2,89031,Corporate,Nevada,West,13.2
LP002692,IP43523,5677,1424,Rural,Y,Middle_Class_Customer,7.0%,100,360,768,No_Penalty,1,7,IP43523,"Cynthia Delaney",Male,28,Yes,Graduate,Yes,LP002692,13.2,IP43523,LP002692,"Cynthia Delaney",13.2,92037,"Home Office",California,West,13.2
LP002699,IP43526,17500,0,Rural,Y,A_Grade_Customer,7.0%,400,360,818,No_Penalty,2,28,IP43526,"Emily Ducich",Male,39,Yes,Graduate,Yes,LP002699,13.2,IP43526,LP002699,"Emily Ducich",13.2,92037,"Home Office",California,West,13.2
LP002705,IP43527,3775,0,Semiurban,Y,Low_Class_Customer,2.5%,110,360,397,Penalty_Customer,0,3,IP43527,"Dianna Arnett",Male,22,Yes,Graduate,No,LP002705,13.3,IP43527,LP002705,"Dianna Arnett",13.3,77095,"Home Office",Texas,North,13.3
LP002716,IP43530,6783,0,Semiurban,Y,Middle_Class_Customer,7.0%,130,360,959,High_Cibil_Score,1,9,IP43530,"Max Ludwig",Male,50,No,"Not Graduate",No,LP002716,13.2,IP43530,LP002716,"Max Ludwig",13.2,23434,"Home Office",Virginia,West,13.2
LP002720,IP43532,4281,0,Urban,Y,Low_Class_Customer,5.0%,100,360,276,Penalty_Customer,0,5,IP43532,"Jim Epp",Male,20,Yes,Graduate,No,LP002720,13.3,IP43532,LP002720,"Jim Epp",13.3,53209,Corporate,Wisconsin,North,13.3
LP002723,IP43533,3588,0,Rural,N,Low_Class_Customer,3.0%,110,360,533,Penalty_Customer,0,3,IP43533,"Roy Phan",Male,36,No,Graduate,No,LP002723,13.3,IP43533,LP002723,"Roy Phan",13.3,53142,Corporate,Wisconsin,North,13.3
LP002729,IP43534,11250,0,Semiurban,N,B_Grade_Customer,7.0%,196,360,219,Penalty_Customer,1,14,IP43534,"Thomas Boland",Male,32,No,Graduate,No,LP002729,13.3,IP43534,LP002729,"Thomas Boland",13.3,77041,Corporate,Texas,North,13.3
LP002731,IP43535,18165,0,Urban,Y,A_Grade_Customer,7.0%,125,360,832,No_Penalty,1,9,IP43535,"Brad Eason",Female,70,No,"Not Graduate",Yes,LP002731,13.3,IP43535,LP002731,"Brad Eason",13.3,66062,"Home Office",Kansas,North,13.3
LP002734,IP43537,6133,3906,Urban,Y,Middle_Class_Customer,7.0%,324,360,662,Penalty_Customer,2,23,IP43537,"Phillip Breyer",Male,36,Yes,Graduate,No,LP002734,13.3,IP43537,LP002734,"Phillip Breyer",13.3,74133,Corporate,Oklahoma,North,13.3
LP002740,IP43540,6417,0,Rural,Y,Middle_Class_Customer,7.0%,157,180,174,Penalty_Customer,1,11,IP43540,"Cathy Hwang",Male,66,Yes,Graduate,No,LP002740,13.2,IP43540,LP002740,"Cathy Hwang",13.2,27604,"Home Office","North Carolina",West,13.2
LP002741,IP43541,4608,2845,Semiurban,Y,Low_Class_Customer,2.5%,140,180,188,Penalty_Customer,0,4,IP43541,"Neil Ducich",Female,49,Yes,Graduate,No,LP002741,13.2,IP43541,LP002741,"Neil Ducich",13.2,31204,Corporate,Georgia,West,13.2
LP002743,IP43542,2138,0,Semiurban,N,Low_Class_Customer,2.5%,99,360,497,Penalty_Customer,0,2,IP43542,"Barbara Fisher",Female,48,No,Graduate,No,LP002743,13.2,IP43542,LP002743,"Barbara Fisher",13.2,28205,Corporate,"North Carolina",West,13.2
LP002753,IP43543,3652,0,Semiurban,Y,Low_Class_Customer,2.5%,95,360,763,No_Penalty,0,2,IP43543,"Katharine Harms",Female,34,No,Graduate,NULL,LP002753,13.2,IP43543,LP002753,"Katharine Harms",13.2,42104,Corporate,Kentucky,West,13.2
LP002757,IP43545,3017,663,Semiurban,Y,Low_Class_Customer,2.5%,102,360,833,No_Penalty,0,3,IP43545,"Noah Childs",Female,22,Yes,"Not Graduate",No,LP002757,13.2,IP43545,LP002757,"Noah Childs",13.2,80013,Corporate,Colorado,West,13.2
LP002767,IP43546,2768,1950,Rural,Y,Low_Class_Customer,3.0%,155,360,422,Penalty_Customer,0,5,IP43546,"Michelle Ellison",Male,46,Yes,Graduate,No,LP002767,13.2,IP43546,LP002767,"Michelle Ellison",13.2,94122,Corporate,California,West,13.2
LP002788,IP43554,2454,2333,Urban,N,Low_Class_Customer,5.0%,181,360,63,Penalty_Customer,1,9,IP43554,"Edward Hooks",Male,61,Yes,"Not Graduate",No,LP002788,13.4,IP43554,LP002788,"Edward Hooks",13.4,13601,Corporate,"New York",East,13.4
LP002789,IP43555,3593,4266,Rural,N,Low_Class_Customer,3.0%,132,180,867,No_Penalty,0,4,IP43555,"Scot Coram",Male,23,Yes,Graduate,No,LP002789,13.3,IP43555,LP002789,"Scot Coram",13.3,76017,Corporate,Texas,North,13.3
LP002794,IP43557,2667,1625,Urban,Y,Low_Class_Customer,5.0%,84,360,367,Penalty_Customer,0,4,IP43557,"Ann Chong",Female,51,No,Graduate,No,LP002794,13.4,IP43557,LP002794,"Ann Chong",13.4,10009,Corporate,"New York",East,13.4
LP002821,IP43564,5800,0,Semiurban,Y,Middle_Class_Customer,7.0%,132,360,70,Penalty_Customer,1,9,IP43564,"Rick Huthwaite",Male,18,No,"Not Graduate",Yes,LP002821,13.4,IP43564,LP002821,"Rick Huthwaite",13.4,2908,"Home Office","Rhode Island",East,13.4
LP002833,IP43566,4467,0,Rural,Y,Low_Class_Customer,3.0%,120,360,492,Penalty_Customer,0,4,IP43566,"Matt Collister",Male,29,Yes,"Not Graduate",No,LP002833,13.4,IP43566,LP002833,"Matt Collister",13.4,8861,Corporate,"New Jersey",East,13.4
LP002836,IP43567,3333,0,Urban,Y,Low_Class_Customer,5.0%,70,360,713,Penalty_Customer,0,4,IP43567,"Corey Catlett",Male,23,No,Graduate,No,LP002836,13.4,IP43567,LP002836,"Corey Catlett",13.4,19134,Corporate,Pennsylvania,East,13.4
LP002840,IP43569,2378,0,Urban,N,Low_Class_Customer,5.0%,9,360,310,Penalty_Customer,0,0,IP43569,"Tamara Chand",Female,27,No,Graduate,No,LP002840,13.2,IP43569,LP002840,"Tamara Chand",13.2,98105,Corporate,Washington,West,13.2
LP002847,IP43572,5116,1451,Urban,N,Middle_Class_Customer,7.0%,165,360,110,Penalty_Customer,1,12,IP43572,"Adrian Hane",Male,21,Yes,Graduate,No,LP002847,13.2,IP43572,LP002847,"Adrian Hane",13.2,85705,"Home Office",Arizona,West,13.2
LP002868,IP43576,3159,461,Urban,Y,Low_Class_Customer,5.0%,108,84,982,High_Cibil_Score,0,5,IP43576,"Randy Ferguson",Male,63,Yes,Graduate,No,LP002868,13.4,IP43576,LP002868,"Randy Ferguson",13.4,3820,Corporate,"New Hampshire",East,13.4
LP002892,IP43581,6540,0,Semiurban,Y,Middle_Class_Customer,7.0%,205,360,560,Penalty_Customer,1,14,IP43581,"Karen Ferguson",Male,53,Yes,Graduate,No,LP002892,13.2,IP43581,LP002892,"Karen Ferguson",13.2,95336,"Home Office",California,West,13.2
LP002898,IP43584,1880,0,Rural,N,Low_Class_Customer,3.0%,61,360,524,Penalty_Customer,0,2,IP43584,"Patrick Bzostek",Male,58,Yes,Graduate,No,LP002898,13.2,IP43584,LP002898,"Patrick Bzostek",13.2,84106,"Home Office",Utah,West,13.2
LP002912,IP43586,4283,3000,Rural,N,Low_Class_Customer,3.0%,172,84,817,No_Penalty,0,5,IP43586,"Arthur Wiediger",Male,58,Yes,Graduate,No,LP002912,13.3,IP43586,LP002912,"Arthur Wiediger",13.3,60505,"Home Office",Illinois,North,13.3
LP002917,IP43588,2165,0,Semiurban,Y,Low_Class_Customer,2.5%,70,360,588,Penalty_Customer,0,2,IP43588,"Dorothy Badders",Female,56,No,"Not Graduate",No,LP002917,13.2,IP43588,LP002917,"Dorothy Badders",13.2,32216,Corporate,Florida,West,13.2
LP002925,IP43589,4750,0,Semiurban,Y,Low_Class_Customer,2.5%,94,360,235,Penalty_Customer,0,2,IP43589,"Matt Hagelstein",Female,65,No,Graduate,No,LP002925,13.2,IP43589,LP002925,"Matt Hagelstein",13.2,94110,Corporate,California,West,13.2
LP002936,IP43594,3859,3300,Rural,Y,Low_Class_Customer,3.0%,142,180,704,Penalty_Customer,0,4,IP43594,"Barry Franz",Male,56,Yes,Graduate,No,LP002936,13.2,IP43594,LP002936,"Barry Franz",13.2,91104,"Home Office",California,West,13.2
LP002940,IP43596,3833,0,Rural,Y,Low_Class_Customer,3.0%,110,360,407,Penalty_Customer,0,3,IP43596,"Maria Zettner",Male,29,No,"Not Graduate",No,LP002940,13.2,IP43596,LP002940,"Maria Zettner",13.2,92024,"Home Office",California,West,13.2
LP002945,IP43599,9963,0,Rural,Y,B_Grade_Customer,7.0%,180,360,461,Penalty_Customer,1,13,IP43599,"Sean Miller",Male,62,Yes,Graduate,Yes,LP002945,13.2,IP43599,LP002945,"Sean Miller",13.2,28110,"Home Office","North Carolina",West,13.2
LP002950,IP43602,2894,2792,Rural,Y,Low_Class_Customer,3.0%,155,360,67,Penalty_Customer,0,5,IP43602,"Patrick Jones",Male,19,Yes,"Not Graduate",NULL,LP002950,13.2,IP43602,LP002950,"Patrick Jones",13.2,37130,Corporate,Tennessee,West,13.2
LP002953,IP43603,5703,0,Urban,Y,Middle_Class_Customer,7.0%,128,360,465,Penalty_Customer,1,9,IP43603,"Ricardo Sperren",Male,44,Yes,Graduate,No,LP002953,13.2,IP43603,LP002953,"Ricardo Sperren",13.2,98115,Corporate,Washington,West,13.2
LP002959,IP43605,12000,0,Semiurban,Y,B_Grade_Customer,7.0%,496,360,234,Penalty_Customer,3,35,IP43605,"Becky Castell",Female,35,Yes,Graduate,No,LP002959,13.2,IP43605,LP002959,"Becky Castell",13.2,85345,"Home Office",Arizona,West,13.2
LP002961,IP43607,3400,2500,Semiurban,Y,Low_Class_Customer,2.5%,173,360,201,Penalty_Customer,0,4,IP43607,"Brendan Murry",Male,22,Yes,Graduate,No,LP002961,13.4,IP43607,LP002961,"Brendan Murry",13.4,10035,Corporate,"New York",East,13.4
LP002964,IP43608,3987,1411,Rural,Y,Low_Class_Customer,3.0%,157,360,439,Penalty_Customer,0,5,IP43608,"Kristina Nunn",Male,65,Yes,"Not Graduate",No,LP002964,13.2,IP43608,LP002964,"Kristina Nunn",13.2,80525,"Home Office",Colorado,West,13.2
LP002978,IP43610,2900,0,Rural,Y,Low_Class_Customer,3.0%,71,360,982,High_Cibil_Score,0,2,IP43610,"Scott Cohen",Female,24,No,Graduate,No,LP002978,13.2,IP43610,LP002978,"Scott Cohen",13.2,94122,Corporate,California,West,13.2
LP002990,IP43614,4583,0,Semiurban,N,Low_Class_Customer,2.5%,133,360,792,No_Penalty,0,3,IP43614,"Eleni McCrary",Female,59,No,Graduate,Yes,LP002990,13.2,IP43614,LP002990,"Eleni McCrary",13.2,90036,Corporate,California,West,13.2
